"ID","Code","SetNumber","CardNumber","CharacterName","SeriesName","Rarity","ImageUrl","HasImage"
"NS-02-M11-PR-005","NS02M11005","NS-02-M11","005","Sora Kasugano","Yosuga No Sora","PR","https://lh3.googleusercontent.com/d/1kAPmsPqaXXZkr0eNUe-zZYkoHJLkov-A","YES"
"NS-02-M11-PR-006","NS02M11006","NS-02-M11","006","Vladilena Millize","86 -Eighty-Six-","PR","https://lh3.googleusercontent.com/d/1SljVFKt0grZSfwtvre2rz_5XixYOP5HJ","YES"
"NS-02-M11-PR-007","NS02M11007","NS-02-M11","007","Fujiwara no Mokou","Touhou Project","PR","https://lh3.googleusercontent.com/d/1aZRbm18SVCm7KfbKZvfyuKViFvtt-RJj","YES"
"NS-02-M11-PR-008","NS02M11008","NS-02-M11","008","Shiro","No Game No Life","PR","https://lh3.googleusercontent.com/d/1WU-7yc067Z912ebk7UZBYWHqp8CxglVR","YES"
"NS-02-M11-PR-009","NS02M11009","NS-02-M11","009","Sakuya Izayoi","Touhou Project","PR","https://lh3.googleusercontent.com/d/1JbaGUvlPxMR5YuR9l48Cg3hNEx4awtXQ","YES"
"NS-02-M11-PR-010","NS02M11010","NS-02-M11","010","Shirogane Kei","Kaguya-sama wa Kokurasetai","PR","https://lh3.googleusercontent.com/d/1r4gKGCMx4wG1ZWfZKY2yCCiTBCFaVOaj","YES"
"NS-02-M11-PR-011","NS02M11011","NS-02-M11","011","Emilia","Re: Zero","PR","https://lh3.googleusercontent.com/d/1tIPq4MzbxHmGXt-WYZbjDhf7yy7iXO2u","YES"
"NS-02-M11-PR-012","NS02M11012","NS-02-M11","012","Siesta","Tantei wa Mou Shindeiru","PR","https://lh3.googleusercontent.com/d/1VAsDm4TRcq5sRPrUvcfV8kJI37q_4Owc","YES"
"NS-02-M12-MSR-001","NS02M12001","NS-02-M12","001","Special Week","Uma Musume: Pretty Derby","MSR","","NO"
"NS-02-M12-MSR-002","NS02M12002","NS-02-M12","002","","","MSR","","NO"
"NS-02-M12-MSR-003","NS02M12003","NS-02-M12","003","Rem & Ram","Re: Zero","MSR","","NO"
"NS-02-M12-MSR-004","NS02M12004","NS-02-M12","004","","","MSR","","NO"
"NS-02-M12-MSR-005","NS02M12005","NS-02-M12","005","Sakura Kinomoto &","Cardcaptor Sakura","MSR","","NO"
"NS-02-M12-MSR-006","NS02M12006","NS-02-M12","006","Mikoto Misaka & Kuroko Shirai","A Certain Magical Index","MSR","","NO"
"NS-02-M12-UR-001","NS02M12001","NS-02-M12","001","Jingliu","Honkai: Star Rail","UR","","NO"
"NS-02-M12-UR-002","NS02M12002","NS-02-M12","002","Chika Fujiwara","Kaguya-sama: Love Is War","UR","","NO"
"NS-02-M12-UR-003","NS02M12003","NS-02-M12","003","Rice Shower","Uma Musume: Pretty Derby","UR","","NO"
"NS-02-M12-UR-004","NS02M12004","NS-02-M12","004","Hayase Yuuka","Blue Archive","UR","","NO"
"NS-02-M12-UR-005","NS02M12005","NS-02-M12","005","Furina","Genshin Impact","UR","","NO"
"NS-02-M12-UR-006","NS02M12006","NS-02-M12","006","Fern","Frieren: Beyond Journey's End","UR","","NO"
"NS-02-M12-PTR-001","NS02M12001","NS-02-M12","001","","","PTR","","NO"
"NS-02-M12-PTR-002","NS02M12002","NS-02-M12","002","","","PTR","","NO"
"NS-02-M12-PTR-003","NS02M12003","NS-02-M12","003","","","PTR","","NO"
"NS-02-M12-PTR-004","NS02M12004","NS-02-M12","004","Chiaki Nanami","Danganronpa","PTR","","NO"
"NS-02-M12-PTR-005","NS02M12005","NS-02-M12","005","Kumiko Oumae","Sound! Euphonium","PTR","","NO"
"NS-02-M12-PTR-006","NS02M12006","NS-02-M12","006","","","PTR","","NO"
"NS-02-M12-PTR-007","NS02M12007","NS-02-M12","007","","","PTR","","NO"
"NS-02-M12-PTR-008","NS02M12008","NS-02-M12","008","","","PTR","","NO"
"NS-02-M12-PTR-009","NS02M12009","NS-02-M12","009","Rikka Takanashi","Love, Chunibyo & Other Delusions!","PTR","","NO"
"NS-02-M12-SER-001","NS02M12001","NS-02-M12","001","","","SER","","NO"
"NS-02-M12-SER-002","NS02M12002","NS-02-M12","002","Kamisato Ayaka","Genshin Impact","SER","","NO"
"NS-02-M12-SER-003","NS02M12003","NS-02-M12","003","Shinobu Kocho","Demon Slayer","SER","","NO"
"NS-02-M12-SER-004","NS02M12004","NS-02-M12","004","","","SER","","NO"
"NS-02-M12-SER-005","NS02M12005","NS-02-M12","005","Daidouji Tomoyo","Cardcaptor Sakura","SER","","NO"
"NS-02-M12-SER-006","NS02M12006","NS-02-M12","006","","","SER","","NO"
"NS-02-M12-SSR-001","NS02M12001","NS-02-M12","001","Violet Evergarden","Violet Evergarden","SSR","","NO"
"NS-02-M12-SSR-002","NS02M12002","NS-02-M12","002","Rem","Re: Zero","SSR","","NO"
"NS-02-M12-SSR-003","NS02M12003","NS-02-M12","003","Sparkle","Honkai: Star Rail","SSR","","NO"
"NS-02-M12-SSR-004","NS02M12004","NS-02-M12","004","Kyoko Kirigiri","Danganronpa","SSR","","NO"
"NS-02-M12-SSR-005","NS02M12005","NS-02-M12","005","Cirno","Touhou Project","SSR","","NO"
"NS-02-M12-SSR-006","NS02M12006","NS-02-M12","006","Hitori Gotoh","Bocchi the Rock!","SSR","","NO"
"NS-02-M12-SSR-007","NS02M12007","NS-02-M12","007","Nami","One Piece","SSR","","NO"
"NS-02-M12-SSR-008","NS02M12008","NS-02-M12","008","Yor Forger","Spy x Family","SSR","","NO"
"NS-02-M12-SSR-009","NS02M12009","NS-02-M12","009","Ryougi Shiki","Kara no Kyoukai","SSR","","NO"
"NS-02-M12-SSR-010","NS02M12010","NS-02-M12","010","Muelsyse","Arknights","SSR","","NO"
"NS-02-M12-SSR-011","NS02M12011","NS-02-M12","011","Akemi Homura","Puella Magi Madoka Magica","SSR","","NO"
"NS-02-M12-SSR-012","NS02M12012","NS-02-M12","012","Lucy Kushinada","Cyberpunk: Edgerunners","SSR","","NO"
"NS-02-M12-SSR-013","NS02M12013","NS-02-M12","013","Tokai Teio","Umamusume","SSR","","NO"
"NS-02-M12-SSR-014","NS02M12014","NS-02-M12","014","Jolyne Cujoh","JoJo's Bizarre Adventure","SSR","","NO"
"NS-02-M12-SSR-015","NS02M12015","NS-02-M12","015","Sunaookami Shiroko","Blue Archive","SSR","","NO"
"NS-02-M12-SSR-016","NS02M12016","NS-02-M12","016","Fern","Frieren: Beyond Journey's End","SSR","","NO"
"NS-02-M12-SSR-017","NS02M12017","NS-02-M12","017","Ai Hoshino","Oshi no Ko","SSR","","NO"
"NS-02-M12-SSR-018","NS02M12018","NS-02-M12","018","Furina","Genshin Impact","SSR","","NO"
"NS-02-M12-SSR-019","NS02M12019","NS-02-M12","019","Ononoki Yotsugi","Monogatari","SSR","","NO"
"NS-02-M12-SSR-020","NS02M12020","NS-02-M12","020","Krul Tepes","Seraph of the End","SSR","","NO"
"NS-02-M12-SSR-021","NS02M12021","NS-02-M12","021","Reimu Hakurei","Touhou Project","SSR","","NO"
"NS-02-M12-SSR-022","NS02M12022","NS-02-M12","022","Ichigo","Darling in the Franxx","SSR","","NO"
"NS-02-M12-SSR-023","NS02M12023","NS-02-M12","023","Nanachi","Made in the Abyss","SSR","","NO"
"NS-02-M12-SSR-024","NS02M12024","NS-02-M12","024","Yozora Mikazuki","Haganai","SSR","","NO"
"NS-02-M12-SSR-025","NS02M12025","NS-02-M12","025","Sakura","Cardcaptor Sakura","SSR","","NO"
"NS-02-M12-SSR-026","NS02M12026","NS-02-M12","026","Suisei Hoshimachi","Hololive","SSR","","NO"
"NS-02-M12-SSR-027","NS02M12027","NS-02-M12","027","Maika Sakuranomiya","Blend-S","SSR","","NO"
"NS-02-M12-SCR-001","NS02M12001","NS-02-M12","001","Lamy Yukihana","Hololive","SCR","","NO"
"NS-02-M12-SCR-002","NS02M12002","NS-02-M12","002","Rina Tennoji","Love Live! Nijigasaki High School Idol Club","SCR","","NO"
"NS-02-M12-SCR-003","NS02M12003","NS-02-M12","003","Seele","Honkai: Star Rail","SCR","","NO"
"NS-02-M12-SCR-004","NS02M12004","NS-02-M12","004","Marin Kitagawa","My Dress Up Darling","SCR","","NO"
"NS-02-M12-SCR-005","NS02M12005","NS-02-M12","005","Ryo Yamada","Bocchi the Rock!","SCR","","NO"
"NS-02-M12-SCR-006","NS02M12006","NS-02-M12","006","Nezuko Kamado","Demon Slayer","SCR","","NO"
"NS-02-M12-SCR-007","NS02M12007","NS-02-M12","007","Ginko Sora","Ryuuou no Oshigoto!","SCR","","NO"
"NS-02-M12-SCR-008","NS02M12008","NS-02-M12","008","","","SCR","","NO"
"NS-02-M12-SCR-009","NS02M12009","NS-02-M12","009","","","SCR","","NO"
"NS-02-M12-SCR-010","NS02M12010","NS-02-M12","010","Daidouji Tomoyo","Cardcaptor Sakura","SCR","","NO"
"NS-02-M12-SCR-011","NS02M12011","NS-02-M12","011","Elaina","Wandering Witch: The Journey of Elaina","SCR","","NO"
"NS-02-M12-SCR-012","NS02M12012","NS-02-M12","012","Rinze Morino","THE iDOLM@STER Shiny Colors","SCR","","NO"
"NS-02-M12-SCR-013","NS02M12013","NS-02-M12","013","Madoka Higuchi","THE iDOLM@STER Shiny Colors","SCR","","NO"
"NS-02-M12-SCR-014","NS02M12014","NS-02-M12","014","","","SCR","","NO"
"NS-02-M12-SCR-015","NS02M12015","NS-02-M12","015","Mejiro Ardan","Uma Musume","SCR","","NO"
"NS-02-M12-SCR-016","NS02M12016","NS-02-M12","016","","","SCR","","NO"
"NS-02-M12-SCR-017","NS02M12017","NS-02-M12","017","Miku Nakano","The Quintessential Quintuplets","SCR","","NO"
"NS-02-M12-SCR-018","NS02M12018","NS-02-M12","018","Ganyu","Genshin Impact","SCR","","NO"
"NS-02-M12-SR-001","NS02M12001","NS-02-M12","001","Kafka","Honkai: Star Rail","SR","","NO"
"NS-02-M12-SR-002","NS02M12002","NS-02-M12","002","Silver Wolf","Honkai: Star Rail","SR","","NO"
"NS-02-M12-SR-003","NS02M12003","NS-02-M12","003","Reze","Chainsaw Man","SR","","NO"
"NS-02-M12-SR-004","NS02M12004","NS-02-M12","004","Makima","Chainsaw Man","SR","","NO"
"NS-02-M12-SR-005","NS02M12005","NS-02-M12","005","Nijika Ijichi","Bocchi the Rock!","SR","","NO"
"NS-02-M12-SR-006","NS02M12006","NS-02-M12","006","Kaguya Shinomiya","Kaguya-sama: Love Is War","SR","","NO"
"NS-02-M12-SR-007","NS02M12007","NS-02-M12","007","Ai Hayasaka","Kaguya-sama: Love Is War","SR","","NO"
"NS-02-M12-SR-008","NS02M12008","NS-02-M12","008","Inoue Takina","Lycoris Recoil","SR","","NO"
"NS-02-M12-SR-009","NS02M12009","NS-02-M12","009","Katou Megumi","How to Raise a Boring Girlfriend","SR","","NO"
"NS-02-M12-SR-010","NS02M12010","NS-02-M12","010","Manhattan Cafe","Uma Musume: Pretty Derby","SR","","NO"
"NS-02-M12-SR-011","NS02M12011","NS-02-M12","011","Suletta Mercury","Mobile Suit Gundam","SR","","NO"
"NS-02-M12-SR-012","NS02M12012","NS-02-M12","012","Megumin","Konosuba: God's Blessing on this Wonderful World!","SR","","NO"
"NS-02-M12-SR-013","NS02M12013","NS-02-M12","013","Misono Mika","Blue Archive","SR","","NO"
"NS-02-M12-SR-014","NS02M12014","NS-02-M12","014","Shiraori","So I'm a Spider, So What?","SR","","NO"
"NS-02-M12-SR-015","NS02M12015","NS-02-M12","015","Nahida","Genshin Impact","SR","","NO"
"NS-02-M12-SR-016","NS02M12016","NS-02-M12","016","Tohka Yatogami","Date A Lve","SR","","NO"
"NS-02-M12-SR-017","NS02M12017","NS-02-M12","017","Violet Evergarden","Violet Evergarden","SR","","NO"
"NS-02-M12-SR-018","NS02M12018","NS-02-M12","018","Tifa","Final Fantasy","SR","","NO"
"NS-02-M12-CR-001","NS02M12001","NS-02-M12","001","Rin Tohsaka","Fate","CR","","NO"
"NS-02-M12-CR-002","NS02M12002","NS-02-M12","002","Ayumu Uehara","Love Live! Sunshine","CR","","NO"
"NS-02-M12-CR-003","NS02M12003","NS-02-M12","003","","","CR","","NO"
"NS-02-M12-CR-004","NS02M12004","NS-02-M12","004","Eru Chitanda","Hyouka","CR","","NO"
"NS-02-M12-CR-005","NS02M12005","NS-02-M12","005","","","CR","","NO"
"NS-02-M12-CR-006","NS02M12006","NS-02-M12","006","","","CR","","NO"
"NS-02-M12-CR-007","NS02M12007","NS-02-M12","007","","","CR","","NO"
"NS-02-M12-CR-008","NS02M12008","NS-02-M12","008","Anya","Spy x Family","CR","","NO"
"NS-02-M12-CR-009","NS02M12009","NS-02-M12","009","Haruhi Suzumiya","The Melancholy of Haruhi Suzumiya","CR","","NO"
"NS-02-M12-CR-010","NS02M12010","NS-02-M12","010","","","CR","","NO"
"NS-02-M12-CR-011","NS02M12011","NS-02-M12","011","","","CR","","NO"
"NS-02-M12-CR-012","NS02M12012","NS-02-M12","012","","","CR","","NO"
"NS-02-M12-CR-013","NS02M12013","NS-02-M12","013","","","CR","","NO"
"NS-02-M12-CR-014","NS02M12014","NS-02-M12","014","","","CR","","NO"
"NS-02-M12-CR-015","NS02M12015","NS-02-M12","015","","","CR","","NO"
"NS-02-M12-CR-016","NS02M12016","NS-02-M12","016","","","CR","","NO"
"NS-02-M12-CR-017","NS02M12017","NS-02-M12","017","Tohru","Miss Kobayashi's Dragon Maid","CR","","NO"
"NS-02-M12-CR-018","NS02M12018","NS-02-M12","018","","","CR","","NO"
"NS-02-M12-R-001","NS02M12001","NS-02-M12","001","Ruby Hoshino","Oshi no Ko","R","","NO"
"NS-02-M12-R-002","NS02M12002","NS-02-M12","002","","","R","","NO"
"NS-02-M12-R-003","NS02M12003","NS-02-M12","003","Hu Tao","Genshin Impact","R","","NO"
"NS-02-M12-R-004","NS02M12004","NS-02-M12","004","Nobara Kusanagi","Jujutsu Kaisen","R","","NO"
"NS-02-M12-R-005","NS02M12005","NS-02-M12","005","Shana","Shakugan no Shana","R","","NO"
"NS-02-M12-R-006","NS02M12006","NS-02-M12","006","Kafka","Honkai: Star Rail","R","","NO"
"NS-02-M12-R-007","NS02M12007","NS-02-M12","007","Chiaki Nanami","Danganronpa","R","","NO"
"NS-02-M12-R-008","NS02M12008","NS-02-M12","008","","","R","","NO"
"NS-02-M12-R-009","NS02M12009","NS-02-M12","009","Kobeni Higashiyama","Chainsaw Man","R","","NO"
"NS-02-M12-R-010","NS02M12010","NS-02-M12","010","Flandre Scarlet","Touhou Project","R","","NO"
"NS-02-M12-R-011","NS02M12011","NS-02-M12","011","Nezuko Kamado","Demon Slayer","R","","NO"
"NS-02-M12-R-012","NS02M12012","NS-02-M12","012","","","R","","NO"
"NS-02-M12-R-013","NS02M12013","NS-02-M12","013","","","R","","NO"
"NS-02-M12-R-014","NS02M12014","NS-02-M12","014","","Oshi no ko","R","","NO"
"NS-02-M12-R-015","NS02M12015","NS-02-M12","015","Kumiko Oumae","Euphonium","R","","NO"
"NS-02-M12-R-016","NS02M12016","NS-02-M12","016","2B","NieR: Automata","R","","NO"
"NS-02-M12-R-017","NS02M12017","NS-02-M12","017","Azusa Nakano","K-ON!","R","","NO"
"NS-02-M12-R-018","NS02M12018","NS-02-M12","018","","","R","","NO"
"NS-02-M12-PR-001","NS02M12001","NS-02-M12","001","Asuka Langley Soryu","Evangelion","PR","","NO"
"NS-02-M12-PR-002","NS02M12002","NS-02-M12","002","Rin Tohsaka","Fate","PR","","NO"
"NS-02-M12-PR-003","NS02M12003","NS-02-M12","003","Nico Yazawa","Love Live","PR","","NO"
"NS-02-M12-PR-004","NS02M12004","NS-02-M12","004","Junko Enoshima","Danganronpa","PR","","NO"
"NS-02-M12-PR-005","NS02M12005","NS-02-M12","005","","","PR","","NO"
"NS-02-M12-PR-006","NS02M12006","NS-02-M12","006","","","PR","","NO"
"NS-02-M12-PR-007","NS02M12007","NS-02-M12","007","Sailor Moon","Sailor Moon","PR","","NO"
"NS-02-M12-PR-008","NS02M12008","NS-02-M12","008","Madoka Kaname","Mahou shoujo madoka magica","PR","","NO"
"NS-02-M12-PR-009","NS02M12009","NS-02-M12","009","Kuroko Shirai","A Certain Magical Index","PR","","NO"
"NS-02-M12-PR-010","NS02M12010","NS-02-M12","010","Azusa Nakano","K-ON!","PR","","NO"
"NS-02-M12-PR-011","NS02M12011","NS-02-M12","011","Hoshizora Rin","Love Live","PR","","NO"
"NS-02-M12-PR-012","NS02M12012","NS-02-M12","012","Tohru","Miss Kobayashi's Dragon Maid","PR","","NO"
"NS-05-M08-CR-001","NS05M08001","NS-05-M08","001","Gotou Hitori","Bocchi The Rock!","CR","","NO"
"NS-05-M08-CR-002","NS05M08002","NS-05-M08","002","Nakaseko Kaori","Hibike! Euphonium","CR","","NO"
"NS-05-M08-CR-003","NS05M08003","NS-05-M08","003","Tsumiki Mikan","Danganronpa","CR","","NO"
"NS-05-M08-CR-004","NS05M08004","NS-05-M08","004","Faruzan","Genshin Impact","CR","","NO"
"NS-05-M08-CR-005","NS05M08005","NS-05-M08","005","Ganyu","Genshin Impact","CR","","NO"
"NS-05-M08-CR-006","NS05M08006","NS-05-M08","006","Lumine","Genshin Impact","CR","","NO"
"NS-05-M08-CR-007","NS05M08007","NS-05-M08","007","Clara","Honkai: Star Rail","CR","","NO"
"NS-05-M08-CR-008","NS05M08008","NS-05-M08","008","Sirin","Honkai Impact 3rd","CR","","NO"
"NS-05-M08-CR-009","NS05M08009","NS-05-M08","009","Nian","Arknights","CR","","NO"
"NS-05-M08-CR-010","NS05M08010","NS-05-M08","010","Kozeki Ui","Blue Archive","CR","","NO"
"NS-05-M08-CR-011","NS05M08011","NS-05-M08","011","Kuda Izuna","Blue Archive","CR","","NO"
"NS-05-M08-CR-012","NS05M08012","NS-05-M08","012","Hina","Blue Archive","CR","","NO"
"NS-05-M08-CR-013","NS05M08013","NS-05-M08","013","Iochi Mari","Blue Archive","CR","","NO"
"NS-05-M08-CR-014","NS05M08014","NS-05-M08","014","Hayase Yuuka","Blue Archive","CR","","NO"
"NS-05-M08-CR-015","NS05M08015","NS-05-M08","015","Hakos Baelz","Hololive","CR","","NO"
"NS-05-M08-CR-016","NS05M08016","NS-05-M08","016","Hoshikawa Sara","Nijisanji","CR","","NO"
"NS-05-M08-CR-017","NS05M08017","NS-05-M08","017","Minato Aqua","Hololive","CR","","NO"
"NS-05-M08-CR-018","NS05M08018","NS-05-M08","018","Morikubo Nono","The Idolm@ster","CR","","NO"
"NS-05-M08-INS-001","NS05M08001","NS-05-M08","001","Biloxi","Azur Lane","INS","","NO"
"NS-05-M08-INS-002","NS05M08002","NS-05-M08","002","Charybdis","Azur Lane","INS","","NO"
"NS-05-M08-INS-003","NS05M08003","NS-05-M08","003","Emden","Azur Lane","INS","","NO"
"NS-05-M08-INS-004","NS05M08004","NS-05-M08","004","Essex","Azur Lane","INS","","NO"
"NS-05-M08-INS-005","NS05M08005","NS-05-M08","005","Hiei","Azur Lane","INS","","NO"
"NS-05-M08-INS-006","NS05M08006","NS-05-M08","006","Bristol","Azur Lane","INS","","NO"
"NS-05-M08-INS-007","NS05M08007","NS-05-M08","007","Cheshire","Azur Lane","INS","","NO"
"NS-05-M08-INS-008","NS05M08008","NS-05-M08","008","Akagi","Azur Lane","INS","","NO"
"NS-05-M08-INS-009","NS05M08009","NS-05-M08","009","Deutschland","Azur Lane","INS","","NO"
"NS-05-M08-INS-010","NS05M08010","NS-05-M08","010","Gloucester","Azur Lane","INS","","NO"
"NS-05-M08-INS-011","NS05M08011","NS-05-M08","011","Glorious","Azur Lane","INS","","NO"
"NS-05-M08-INS-012","NS05M08012","NS-05-M08","012","Hanazuki","Azur Lane","INS","","NO"
"NS-05-M08-INS-013","NS05M08013","NS-05-M08","013","Kaga","Azur Lane","INS","","NO"
"NS-05-M08-INS-014","NS05M08014","NS-05-M08","014","Reno","Azur Lane","INS","","NO"
"NS-05-M08-INS-015","NS05M08015","NS-05-M08","015","Noshiro","Azur Lane","INS","","NO"
"NS-05-M08-INS-016","NS05M08016","NS-05-M08","016","Penelope","Azur Lane","INS","","NO"
"NS-05-M08-INS-017","NS05M08017","NS-05-M08","017","Ying Swei","Azur Lane","INS","","NO"
"NS-05-M08-INS-018","NS05M08018","NS-05-M08","018","Chen Hai","Azur Lane","INS","","NO"
"NS-05-M08-MR-001","NS05M08001","NS-05-M08","001","Ai Haibara","Detective Conan","MR","","NO"
"NS-05-M08-MR-002","NS05M08002","NS-05-M08","002","Ran Mouri","Detective Conan","MR","","NO"
"NS-05-M08-MR-003","NS05M08003","NS-05-M08","003","Kazuha Tooyama","Detective Conan","MR","","NO"
"NS-05-M08-MR-004","NS05M08004","NS-05-M08","004","Sakura Kinomoto","Cardcaptor Sakura","MR","","NO"
"NS-05-M08-MR-005","NS05M08005","NS-05-M08","005","Rikka Takanashi","Love, Chunibyo & Other Delusions!","MR","","NO"
"NS-05-M08-MR-006","NS05M08006","NS-05-M08","006","Himeko","Honkai: Star Rail","MR","","NO"
"NS-05-M08-MR-007","NS05M08007","NS-05-M08","007","March 7th","Honkai: Star Rail","MR","","NO"
"NS-05-M08-MR-008","NS05M08008","NS-05-M08","008","Jinjliu","Honkai: Star Rail","MR","","NO"
"NS-05-M08-MR-009","NS05M08009","NS-05-M08","009","Elysia","Honkai Impact 3rd","MR","","NO"
"NS-05-M08-MR-010","NS05M08010","NS-05-M08","010","Mobius","Honkai Impact 3rd","MR","","NO"
"NS-05-M08-MR-011","NS05M08011","NS-05-M08","011","Ruby Hoshino","Oshi no Ko","MR","","NO"
"NS-05-M08-MR-012","NS05M08012","NS-05-M08","012","Kana Arima","Oshi no Ko","MR","","NO"
"NS-05-M08-MR-013","NS05M08013","NS-05-M08","013","Kubo Nagisa","Kubo Won't Let Me Be Invisible","MR","","NO"
"NS-05-M08-MR-014","NS05M08014","NS-05-M08","014","Kotoko Iwanaga","Kyokou Suiri","MR","","NO"
"NS-05-M08-MR-015","NS05M08015","NS-05-M08","015","Anya Forger","Spy x Family","MR","","NO"
"NS-05-M08-MR-016","NS05M08016","NS-05-M08","016","Yor Forger","Spy x Family","MR","","NO"
"NS-05-M08-MR-017","NS05M08017","NS-05-M08","017","Suzune Horikita","Classroom of the Elite","MR","","NO"
"NS-05-M08-MR-018","NS05M08018","NS-05-M08","018","Arisu Sakayanagi","Classroom of the Elite","MR","","NO"
"NS-05-M08-PR-001","NS05M08001","NS-05-M08","001","Loid/Anya/Yor","Spy x Family","PR","","NO"
"NS-05-M08-PR-002","NS05M08002","NS-05-M08","002","Loid/Anya/Yor","Spy x Family","PR","","NO"
"NS-05-M08-PR-003","NS05M08003","NS-05-M08","003","Loid/Anya/Yor","Spy x Family","PR","","NO"
"NS-05-M08-PR-004","NS05M08004","NS-05-M08","004","Anya/Damian Desmond","Spy x Family","PR","","NO"
"NS-05-M08-PR-005","NS05M08005","NS-05-M08","005","Loid/Daybreak","Spy x Family","PR","","NO"
"NS-05-M08-PR-006","NS05M08006","NS-05-M08","006","Yor/Anya","Spy x Family","PR","","NO"
"NS-05-M08-PR-007","NS05M08007","NS-05-M08","007","Anya","Spy x Family","PR","","NO"
"NS-05-M08-PR-008","NS05M08008","NS-05-M08","008","Fiona Frost","Spy x Family","PR","","NO"
"NS-05-M08-PR-009","NS05M08009","NS-05-M08","009","Kim Campbell","Spy x Family","PR","","NO"
"NS-05-M08-PR-010","NS05M08010","NS-05-M08","010","Yor/Fiona Frost","Spy x Family","PR","","NO"
"NS-05-M08-PR-011","NS05M08011","NS-05-M08","011","Anya/Becky Blackbell","Spy x Family","PR","","NO"
"NS-05-M08-PR-012","NS05M08012","NS-05-M08","012","Loid/Donovan Desmond","Spy x Family","PR","","NO"
"NS-05-M08-R-001","NS05M08001","NS-05-M08","001","Shima Rin","Yuru Camp","R","","NO"
"NS-05-M08-R-002","NS05M08002","NS-05-M08","002","Klee","Genshin Impact","R","","NO"
"NS-05-M08-R-003","NS05M08003","NS-05-M08","003","Ayaka Kamisato","Genshin Impact","R","","NO"
"NS-05-M08-R-004","NS05M08004","NS-05-M08","004","Yae Miko","Genshin Impact","R","","NO"
"NS-05-M08-R-005","NS05M08005","NS-05-M08","005","Lumine","Genshin Impact","R","","NO"
"NS-05-M08-R-006","NS05M08006","NS-05-M08","006","Bremerton","Azur Lane","R","","NO"
"NS-05-M08-R-007","NS05M08007","NS-05-M08","007","Noshiro","Azur Lane","R","","NO"
"NS-05-M08-R-008","NS05M08008","NS-05-M08","008","Yuigahama Yui","My Youth Romantic Comedy Is Wrong, As I Expected","R","","NO"
"NS-05-M08-R-009","NS05M08009","NS-05-M08","009","Yukinoshita Yukino","My Youth Romantic Comedy Is Wrong, As I Expected","R","","NO"
"NS-05-M08-R-010","NS05M08010","NS-05-M08","010","Utaha Kasumigaoka","Saekano How to Raise a Boring Girlfriend","R","","NO"
"NS-05-M08-R-011","NS05M08011","NS-05-M08","011","Eriri Spencer Sawamura","Saekano How to Raise a Boring Girlfriend","R","","NO"
"NS-05-M08-R-012","NS05M08012","NS-05-M08","012","Tatsumaki","One-Punch Man","R","","NO"
"NS-05-M08-R-013","NS05M08013","NS-05-M08","013","Asuna Yuuki","Sword Art Online","R","","NO"
"NS-05-M08-R-014","NS05M08014","NS-05-M08","014","Ai Hayasaka","Kaguya-sama","R","","NO"
"NS-05-M08-R-015","NS05M08015","NS-05-M08","015","Eru Chitanda","Hyouka","R","","NO"
"NS-05-M08-R-016","NS05M08016","NS-05-M08","016","Lady Avalon aka Merlin","Fate","R","","NO"
"NS-05-M08-R-017","NS05M08017","NS-05-M08","017","Ui","Blue Archive","R","","NO"
"NS-05-M08-R-018","NS05M08018","NS-05-M08","018","Arona","Blue Archive","R","","NO"
"NS-05-M08-SCR-001","NS05M08001","NS-05-M08","001","Furina","Genshin Impact","SCR","","NO"
"NS-05-M08-SCR-002","NS05M08002","NS-05-M08","002","Lynette","Genshin Impact","SCR","","NO"
"NS-05-M08-SCR-003","NS05M08003","NS-05-M08","003","Hu Tao","Genshin Impact","SCR","","NO"
"NS-05-M08-SCR-004","NS05M08004","NS-05-M08","004","Nahida","Genshin Impact","SCR","","NO"
"NS-05-M08-SCR-005","NS05M08005","NS-05-M08","005","Yelan","Genshin Impact","SCR","","NO"
"NS-05-M08-SCR-006","NS05M08006","NS-05-M08","006","Seele Vollerei","Honkai Impact 3rd","SCR","","NO"
"NS-05-M08-SCR-007","NS05M08007","NS-05-M08","007","Bronya Zaychik","Honkai Impact 3rd","SCR","","NO"
"NS-05-M08-SCR-008","NS05M08008","NS-05-M08","008","Theresa Apocalypse","Honkai Impact 3rd","SCR","","NO"
"NS-05-M08-SCR-009","NS05M08009","NS-05-M08","009","Bailu","Honkai: Star Rail","SCR","","NO"
"NS-05-M08-SCR-010","NS05M08010","NS-05-M08","010","Shinonome Ena","Project Sekai","SCR","","NO"
"NS-05-M08-SCR-011","NS05M08011","NS-05-M08","011","Madoka Higuchi","The Idolm@ster","SCR","","NO"
"NS-05-M08-SCR-012","NS05M08012","NS-05-M08","012","Ranko Kanzaki","The Idolm@ster","SCR","","NO"
"NS-05-M08-SCR-013","NS05M08013","NS-05-M08","013","Sakuya Izayoi","Touhou Project","SCR","","NO"
"NS-05-M08-SCR-014","NS05M08014","NS-05-M08","014","Sunaookami Shiroko","Blue Archive","SCR","","NO"
"NS-05-M08-SCR-015","NS05M08015","NS-05-M08","015","Mika","Blue Archive","SCR","","NO"
"NS-05-M08-SCR-016","NS05M08016","NS-05-M08","016","Takanashi Hoshino","Blue Archive","SCR","","NO"
"NS-05-M08-SCR-017","NS05M08017","NS-05-M08","017","Megu","Blue Archive","SCR","","NO"
